Q,GroupName,Range_q,Azimuth_q,Dataset,DatasetIdx,CStart,PSNR,SSIM
9,R3A3,3,3,SAR_Dataset_city1_histeq,2,4951,26.2336540222168,0.862412571907043
9,R3A3,3,3,SAR_Dataset_city1_histeq,2,5851,26.8275661468506,0.840287506580353
9,R3A3,3,3,SAR_Dataset_city1_histeq,2,6751,27.9822521209717,0.832182109355927
9,R3A3,3,3,SAR_Dataset_city1_histeq,2,7651,27.3567409515381,0.813399732112885
9,R3A3,3,3,SAR_Dataset_city1_histeq,2,8551,28.7283477783203,0.838577151298523
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,450,28.5868091583252,0.822957456111908
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,1350,27.8874034881592,0.818566858768463
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,2250,28.8432273864746,0.8281609416008
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,3150,28.3222427368164,0.81764280796051
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,4050,27.8043727874756,0.835883319377899
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,4951,28.9264678955078,0.835846960544586
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,5851,28.2694530487061,0.818774402141571
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,6751,27.6517391204834,0.823543667793274
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,7651,28.1403770446777,0.81511378288269
9,R3A3,3,3,SAR_Dataset_city2_histeq,3,8551,25.9195117950439,0.824295997619629
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,375,27.2996311187744,0.801909983158112
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,1125,26.0892887115479,0.823423087596893
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,1875,25.8547611236572,0.862769722938538
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,2625,25.4765090942383,0.864898264408112
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,3375,25.714282989502,0.846399366855621
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,4126,25.3101654052734,0.857059180736542
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,4876,26.7518730163574,0.846042275428772
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,5626,25.1963882446289,0.857446193695068
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,6376,25.6843776702881,0.833663463592529
9,R3A3,3,3,SAR_Dataset_SAR_figure,4,7126,28.0833988189697,0.824493050575256
9,R3A3,3,3,SAR_Dataset_filed,5,480,25.6534614562988,0.874973714351654
9,R3A3,3,3,SAR_Dataset_filed,5,1440,25.4177169799805,0.850370645523071
9,R3A3,3,3,SAR_Dataset_filed,5,2400,28.4719581604004,0.821489870548248
9,R3A3,3,3,SAR_Dataset_filed,5,3360,23.7058811187744,0.810691475868225
9,R3A3,3,3,SAR_Dataset_filed,5,4320,22.2133655548096,0.836059033870697
9,R3A3,3,3,SAR_Dataset_filed,5,5281,27.4274291992188,0.845430195331573
9,R3A3,3,3,SAR_Dataset_filed,5,6241,27.7001094818115,0.839862406253815
9,R3A3,3,3,SAR_Dataset_filed,5,7201,26.4977359771729,0.870416164398193
9,R3A3,3,3,SAR_Dataset_filed,5,8161,27.2261981964111,0.862433791160583
9,R3A3,3,3,SAR_Dataset_filed,5,9121,30.3165092468262,0.874455213546753
9,R3A3,3,3,SAR_Dataset_port,6,720,26.4164161682129,0.828752100467682
9,R3A3,3,3,SAR_Dataset_port,6,2160,25.094654083252,0.852455794811249
9,R3A3,3,3,SAR_Dataset_port,6,3600,25.861328125,0.851906180381775
9,R3A3,3,3,SAR_Dataset_port,6,5040,25.7670288085938,0.862028479576111
9,R3A3,3,3,SAR_Dataset_port,6,6480,27.3918037414551,0.852640092372894
9,R3A3,3,3,SAR_Dataset_port,6,7921,24.2057800292969,0.842984557151794
9,R3A3,3,3,SAR_Dataset_port,6,9361,25.2719612121582,0.852584481239319
9,R3A3,3,3,SAR_Dataset_port,6,10801,24.4821453094482,0.828847110271454
9,R3A3,3,3,SAR_Dataset_port,6,12241,25.0181312561035,0.808600544929504
9,R3A3,3,3,SAR_Dataset_port,6,13681,31.0664577484131,0.894304513931274
9,R3A3,3,3,SAR_Dataset_suburb,7,705,26.944938659668,0.852395057678223
9,R3A3,3,3,SAR_Dataset_suburb,7,2115,28.4983749389648,0.864145398139954
9,R3A3,3,3,SAR_Dataset_suburb,7,3525,28.3902282714844,0.855876386165619
9,R3A3,3,3,SAR_Dataset_suburb,7,4935,26.1184196472168,0.852709174156189
9,R3A3,3,3,SAR_Dataset_suburb,7,6345,24.7895336151123,0.838447511196136
9,R3A3,3,3,SAR_Dataset_suburb,7,7756,28.2275218963623,0.839992880821228
9,R3A3,3,3,SAR_Dataset_suburb,7,9166,27.5963897705078,0.825127780437469
9,R3A3,3,3,SAR_Dataset_suburb,7,10576,27.3696517944336,0.857828199863434
9,R3A3,3,3,SAR_Dataset_suburb,7,11986,26.2943859100342,0.822888016700745
9,R3A3,3,3,SAR_Dataset_suburb,7,13396,25.6431541442871,0.842868030071259
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,840,28.1054019927979,0.830391049385071
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,2520,26.8466968536377,0.798884034156799
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,4200,27.315559387207,0.794917166233063
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,5880,25.7124977111816,0.709864854812622
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,7560,27.9332847595215,0.807076215744019
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,9241,26.5465545654297,0.816662430763245
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,10921,27.3451385498047,0.824988603591919
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,12601,25.9907550811768,0.808038175106049
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,14281,28.0523319244385,0.818508744239807
9,R9A1,9,1,SAR_Dataset_Bangkok_1,1,15961,26.9061889648438,0.823040962219238
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,450,26.3411903381348,0.837174296379089
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,1350,27.4716396331787,0.840467691421509
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,2250,25.4532585144043,0.829222202301025
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,3150,26.7884540557861,0.83037143945694
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,4050,25.1374530792236,0.838244557380676
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,4951,25.7448616027832,0.842329084873199
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,5851,26.3015518188477,0.817743420600891
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,6751,27.6090793609619,0.809585928916931
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,7651,26.9477005004883,0.790191650390625
9,R9A1,9,1,SAR_Dataset_city1_histeq,2,8551,28.1871757507324,0.813794553279877
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,450,27.6783905029297,0.792458176612854
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,1350,27.1197357177734,0.794421017169952
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,2250,28.160135269165,0.800205826759338
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,3150,27.6881866455078,0.789823114871979
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,4050,27.1759624481201,0.809803485870361
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,4951,28.3875732421875,0.810617387294769
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,5851,27.932559967041,0.797111451625824
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,6751,27.1911964416504,0.799782633781433
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,7651,27.5679168701172,0.789131879806519
9,R9A1,9,1,SAR_Dataset_city2_histeq,3,8551,26.1418113708496,0.805946171283722
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,375,27.0927581787109,0.779207468032837
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,1125,26.1069850921631,0.808552801609039
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,1875,24.9759674072266,0.839057922363281
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,2625,24.8862266540527,0.843706965446472
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,3375,25.0843276977539,0.823827624320984
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,4126,24.7226810455322,0.837174832820892
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,4876,26.2062873840332,0.823522508144379
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,5626,24.3672561645508,0.831232905387878
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,6376,25.5275325775146,0.81724739074707
9,R9A1,9,1,SAR_Dataset_SAR_figure,4,7126,27.7958126068115,0.804860651493073
9,R9A1,9,1,SAR_Dataset_filed,5,480,25.2229614257812,0.857962906360626
9,R9A1,9,1,SAR_Dataset_filed,5,1440,25.5217380523682,0.835879623889923
9,R9A1,9,1,SAR_Dataset_filed,5,2400,28.2331275939941,0.812146008014679
9,R9A1,9,1,SAR_Dataset_filed,5,3360,23.286003112793,0.789904356002808
9,R9A1,9,1,SAR_Dataset_filed,5,4320,22.300012588501,0.825007736682892
9,R9A1,9,1,SAR_Dataset_filed,5,5281,26.516637802124,0.818649590015411
9,R9A1,9,1,SAR_Dataset_filed,5,6241,26.6978225708008,0.808831572532654
9,R9A1,9,1,SAR_Dataset_filed,5,7201,26.0662155151367,0.852906763553619
9,R9A1,9,1,SAR_Dataset_filed,5,8161,26.7300872802734,0.843344509601593
9,R9A1,9,1,SAR_Dataset_filed,5,9121,29.7316398620605,0.854620337486267
9,R9A1,9,1,SAR_Dataset_port,6,720,26.0810070037842,0.80844259262085
9,R9A1,9,1,SAR_Dataset_port,6,2160,24.5380802154541,0.829606235027313
9,R9A1,9,1,SAR_Dataset_port,6,3600,25.2603511810303,0.828800320625305
9,R9A1,9,1,SAR_Dataset_port,6,5040,25.4539566040039,0.843160927295685
9,R9A1,9,1,SAR_Dataset_port,6,6480,26.8626136779785,0.830505549907684
9,R9A1,9,1,SAR_Dataset_port,6,7921,24.1510124206543,0.826431512832642
9,R9A1,9,1,SAR_Dataset_port,6,9361,24.555456161499,0.828999638557434
9,R9A1,9,1,SAR_Dataset_port,6,10801,23.8934135437012,0.804619431495667
9,R9A1,9,1,SAR_Dataset_port,6,12241,25.1229362487793,0.791817247867584
9,R9A1,9,1,SAR_Dataset_port,6,13681,30.3489379882812,0.875430226325989
9,R9A1,9,1,SAR_Dataset_suburb,7,705,26.8501815795898,0.835538864135742
9,R9A1,9,1,SAR_Dataset_suburb,7,2115,28.0295848846436,0.846137583255768
9,R9A1,9,1,SAR_Dataset_suburb,7,3525,27.797872543335,0.835194706916809
9,R9A1,9,1,SAR_Dataset_suburb,7,4935,25.6617965698242,0.832450866699219
9,R9A1,9,1,SAR_Dataset_suburb,7,6345,23.9035606384277,0.810386776924133
9,R9A1,9,1,SAR_Dataset_suburb,7,7756,27.4557018280029,0.811437487602234
9,R9A1,9,1,SAR_Dataset_suburb,7,9166,27.3539962768555,0.805019080638885
9,R9A1,9,1,SAR_Dataset_suburb,7,10576,26.8993034362793,0.838213622570038
9,R9A1,9,1,SAR_Dataset_suburb,7,11986,27.1931095123291,0.822239220142365
9,R9A1,9,1,SAR_Dataset_suburb,7,13396,25.109281539917,0.822061896324158
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,840,27.8076553344727,0.82685798406601
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,2520,26.7180652618408,0.797169029712677
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,4200,27.4254703521729,0.798308610916138
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,5880,25.7261829376221,0.713899254798889
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,7560,27.9774208068848,0.809595823287964
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,9241,26.6726875305176,0.820221543312073
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,10921,27.4334621429443,0.826993227005005
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,12601,25.7448997497559,0.805228888988495
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,14281,27.8355751037598,0.816116213798523
10,R1A10,1,10,SAR_Dataset_Bangkok_1,1,15961,26.9752712249756,0.824623107910156
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,450,26.6897583007812,0.843640446662903
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,1350,27.4147262573242,0.841769695281982
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,2250,25.5134010314941,0.832073986530304
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,3150,26.8481330871582,0.831626057624817
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,4050,25.0818099975586,0.839066505432129
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,4951,25.8163642883301,0.84460574388504
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,5851,26.2975959777832,0.818464040756226
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,6751,27.1519393920898,0.803207397460938
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,7651,26.8896331787109,0.789287865161896
10,R1A10,1,10,SAR_Dataset_city1_histeq,2,8551,28.22678565979,0.815482437610626
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,450,27.669771194458,0.792332351207733
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,1350,27.3815231323242,0.794428825378418
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,2250,28.2995319366455,0.804009735584259
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,3150,28.0231666564941,0.797458827495575
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,4050,27.1392993927002,0.809950709342957
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,4951,28.453197479248,0.813283860683441
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,5851,27.8132171630859,0.795709908008575
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,6751,27.2433834075928,0.801787912845612
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,7651,28.0172386169434,0.797491550445557
10,R1A10,1,10,SAR_Dataset_city2_histeq,3,8551,25.7723140716553,0.80497819185257
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,375,26.9837093353271,0.778977155685425
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,1125,25.8730659484863,0.805984020233154
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,1875,25.3580513000488,0.84377908706665
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,2625,24.886344909668,0.845742106437683
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,3375,25.1784420013428,0.825249016284943
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,4126,24.7228355407715,0.83749520778656
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,4876,26.5006484985352,0.830414831638336
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,5626,24.1751575469971,0.829188525676727
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,6376,25.6245803833008,0.819754838943481
10,R1A10,1,10,SAR_Dataset_SAR_figure,4,7126,27.9469261169434,0.806228935718536
10,R1A10,1,10,SAR_Dataset_filed,5,480,25.3927879333496,0.862695932388306
10,R1A10,1,10,SAR_Dataset_filed,5,1440,25.4150009155273,0.835420250892639
10,R1A10,1,10,SAR_Dataset_filed,5,2400,28.3124122619629,0.813635349273682
10,R1A10,1,10,SAR_Dataset_filed,5,3360,23.2831478118896,0.792867541313171
10,R1A10,1,10,SAR_Dataset_filed,5,4320,21.7934513092041,0.817861437797546
10,R1A10,1,10,SAR_Dataset_filed,5,5281,26.7612724304199,0.823009610176086
10,R1A10,1,10,SAR_Dataset_filed,5,6241,26.9133605957031,0.816128015518188
10,R1A10,1,10,SAR_Dataset_filed,5,7201,25.8777847290039,0.851855039596558
10,R1A10,1,10,SAR_Dataset_filed,5,8161,26.7705230712891,0.844751298427582
10,R1A10,1,10,SAR_Dataset_filed,5,9121,29.8943138122559,0.858937323093414
10,R1A10,1,10,SAR_Dataset_port,6,720,26.0352535247803,0.808710098266602
10,R1A10,1,10,SAR_Dataset_port,6,2160,24.7049732208252,0.833147287368774
10,R1A10,1,10,SAR_Dataset_port,6,3600,25.153865814209,0.829663038253784
10,R1A10,1,10,SAR_Dataset_port,6,5040,24.9945182800293,0.840172588825226
10,R1A10,1,10,SAR_Dataset_port,6,6480,26.9649848937988,0.833856344223022
10,R1A10,1,10,SAR_Dataset_port,6,7921,24.1452121734619,0.82828015089035
10,R1A10,1,10,SAR_Dataset_port,6,9361,25.2941665649414,0.838987529277802
10,R1A10,1,10,SAR_Dataset_port,6,10801,24.2090797424316,0.810471296310425
10,R1A10,1,10,SAR_Dataset_port,6,12241,25.0871105194092,0.791912317276001
10,R1A10,1,10,SAR_Dataset_port,6,13681,30.2247219085693,0.875996351242065
10,R1A10,1,10,SAR_Dataset_suburb,7,705,26.5752449035645,0.831758260726929
10,R1A10,1,10,SAR_Dataset_suburb,7,2115,28.0887069702148,0.847478270530701
10,R1A10,1,10,SAR_Dataset_suburb,7,3525,27.7319869995117,0.83452832698822
10,R1A10,1,10,SAR_Dataset_suburb,7,4935,25.6591320037842,0.833413779735565
10,R1A10,1,10,SAR_Dataset_suburb,7,6345,24.5173435211182,0.821349143981934
10,R1A10,1,10,SAR_Dataset_suburb,7,7756,27.0556793212891,0.806938827037811
10,R1A10,1,10,SAR_Dataset_suburb,7,9166,27.0640354156494,0.80238664150238
10,R1A10,1,10,SAR_Dataset_suburb,7,10576,26.8922691345215,0.838932394981384
10,R1A10,1,10,SAR_Dataset_suburb,7,11986,25.940258026123,0.804725766181946
10,R1A10,1,10,SAR_Dataset_suburb,7,13396,25.3067111968994,0.824736356735229
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,840,28.7755966186523,0.855522990226746
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,2520,27.2013111114502,0.822137057781219
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,4200,28.1344795227051,0.828130900859833
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,5880,26.1839084625244,0.738208532333374
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,7560,28.2021598815918,0.828005313873291
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,9241,26.8502426147461,0.83809095621109
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,10921,27.9164009094238,0.848187685012817
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,12601,26.349630355835,0.831155478954315
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,14281,28.514476776123,0.842718124389648
10,R2A5,2,5,SAR_Dataset_Bangkok_1,1,15961,27.5179023742676,0.847182989120483
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,450,27.1561527252197,0.862141311168671
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,1350,27.7826614379883,0.859679579734802
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,2250,25.95534324646,0.85202819108963
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,3150,27.1315422058105,0.850524663925171
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,4050,25.6322174072266,0.86053079366684
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,4951,26.4006786346436,0.866305410861969
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,5851,26.9139499664307,0.843905806541443
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,6751,28.4434051513672,0.838887691497803
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,7651,27.2780494689941,0.811953902244568
10,R2A5,2,5,SAR_Dataset_city1_histeq,2,8551,28.7742900848389,0.841389834880829
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,450,28.1934719085693,0.819817185401917
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,1350,27.8169631958008,0.822645485401154
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,2250,28.8222770690918,0.828978657722473
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,3150,28.4397411346436,0.820946991443634
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,4050,27.7814521789551,0.836614847183228
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,4951,28.9491424560547,0.83777117729187
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,5851,28.1490211486816,0.819170653820038
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,6751,27.7675552368164,0.830515265464783
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,7651,28.4402275085449,0.82060694694519
10,R2A5,2,5,SAR_Dataset_city2_histeq,3,8551,25.7520370483398,0.825003981590271
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,375,27.3446502685547,0.803601920604706
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,1125,26.5142078399658,0.82913464307785
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,1875,25.8515071868896,0.86340606212616
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,2625,25.5468940734863,0.867060422897339
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,3375,25.7998180389404,0.849833846092224
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,4126,25.3785209655762,0.85992419719696
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,4876,26.9212055206299,0.850393235683441
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,5626,24.6120357513428,0.84966242313385
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,6376,25.9943885803223,0.840492725372314
10,R2A5,2,5,SAR_Dataset_SAR_figure,4,7126,28.1326465606689,0.828492343425751
10,R2A5,2,5,SAR_Dataset_filed,5,480,25.3976268768311,0.871855795383453
10,R2A5,2,5,SAR_Dataset_filed,5,1440,25.889720916748,0.856654584407806
10,R2A5,2,5,SAR_Dataset_filed,5,2400,28.5303344726562,0.828220129013062
10,R2A5,2,5,SAR_Dataset_filed,5,3360,23.7684211730957,0.814316391944885
10,R2A5,2,5,SAR_Dataset_filed,5,4320,22.5779705047607,0.844988524913788
10,R2A5,2,5,SAR_Dataset_filed,5,5281,27.4716415405273,0.850181758403778
10,R2A5,2,5,SAR_Dataset_filed,5,6241,27.748664855957,0.843645572662354
10,R2A5,2,5,SAR_Dataset_filed,5,7201,26.5278224945068,0.872566342353821
10,R2A5,2,5,SAR_Dataset_filed,5,8161,27.2654762268066,0.864046335220337
10,R2A5,2,5,SAR_Dataset_filed,5,9121,30.2546901702881,0.875961780548096
10,R2A5,2,5,SAR_Dataset_port,6,720,25.9635562896729,0.824412167072296
10,R2A5,2,5,SAR_Dataset_port,6,2160,24.9236259460449,0.85276585817337
10,R2A5,2,5,SAR_Dataset_port,6,3600,25.973445892334,0.854582548141479
10,R2A5,2,5,SAR_Dataset_port,6,5040,25.935474395752,0.86528092622757
10,R2A5,2,5,SAR_Dataset_port,6,6480,27.4902820587158,0.855526208877563
10,R2A5,2,5,SAR_Dataset_port,6,7921,24.4453163146973,0.847575724124908
10,R2A5,2,5,SAR_Dataset_port,6,9361,25.072582244873,0.852442383766174
10,R2A5,2,5,SAR_Dataset_port,6,10801,24.3685245513916,0.82827240228653
10,R2A5,2,5,SAR_Dataset_port,6,12241,24.9594020843506,0.80724436044693
10,R2A5,2,5,SAR_Dataset_port,6,13681,30.6226768493652,0.890647232532501
10,R2A5,2,5,SAR_Dataset_suburb,7,705,26.9947128295898,0.853348195552826
10,R2A5,2,5,SAR_Dataset_suburb,7,2115,28.5810165405273,0.866787612438202
10,R2A5,2,5,SAR_Dataset_suburb,7,3525,28.3725280761719,0.85771769285202
10,R2A5,2,5,SAR_Dataset_suburb,7,4935,26.0511417388916,0.85332316160202
10,R2A5,2,5,SAR_Dataset_suburb,7,6345,24.9515037536621,0.841767430305481
10,R2A5,2,5,SAR_Dataset_suburb,7,7756,28.0927429199219,0.839832723140717
10,R2A5,2,5,SAR_Dataset_suburb,7,9166,28.4844245910645,0.839839339256287
10,R2A5,2,5,SAR_Dataset_suburb,7,10576,27.4300479888916,0.859645843505859
10,R2A5,2,5,SAR_Dataset_suburb,7,11986,26.6293525695801,0.830200433731079
10,R2A5,2,5,SAR_Dataset_suburb,7,13396,25.8262557983398,0.847922325134277
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,840,28.5587329864502,0.851913452148438
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,2520,27.1377067565918,0.819804847240448
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,4200,27.9860954284668,0.822577357292175
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,5880,26.3090171813965,0.741080045700073
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,7560,28.4002285003662,0.832727432250977
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,9241,27.1404438018799,0.842708706855774
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,10921,27.9326858520508,0.848657667636871
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,12601,25.8366813659668,0.823787331581116
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,14281,28.5969829559326,0.843897640705109
10,R5A2,5,2,SAR_Dataset_Bangkok_1,1,15961,27.3460273742676,0.845382988452911
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,450,27.0935974121094,0.861869692802429
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,1350,27.8051605224609,0.859975934028625
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,2250,26.0011653900146,0.852873682975769
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,3150,27.6059703826904,0.858555197715759
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,4050,25.5564270019531,0.859884917736053
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,4951,26.2853889465332,0.864405751228333
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,5851,26.9034576416016,0.84372353553772
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,6751,28.1864471435547,0.837076723575592
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,7651,27.1731033325195,0.809772491455078
10,R5A2,5,2,SAR_Dataset_city1_histeq,2,8551,28.8148403167725,0.840994894504547
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,450,28.3159046173096,0.821111977100372
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,1350,27.7800922393799,0.821700274944305
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,2250,28.8752708435059,0.830304801464081
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,3150,28.6739559173584,0.82632577419281
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,4050,27.7111644744873,0.835662007331848
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,4951,29.014778137207,0.840941846370697
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,5851,28.2923717498779,0.821054935455322
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,6751,27.7904434204102,0.829374372959137
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,7651,28.7450561523438,0.82575261592865
10,R5A2,5,2,SAR_Dataset_city2_histeq,3,8551,26.068431854248,0.828935742378235
10,R5A2,5,2,SAR_Dataset_SAR_figure,4,375,27.3026447296143,0.806085407733917
10,R5A2,5,2,SAR_Dataset_SAR_figure,4,1125,26.3982543945312,0.831268727779388
10,R5A2,5,2,SAR_Dataset_SAR_figure,4,1875,25.8832359313965,0.863610327243805
10,R5A2,5,2,SAR_Dataset_SAR_figure,4,2625,25.9688186645508,0.870444715023041
10,R5A2,5,2,SAR_Dataset_SAR_figure,4,3375,25.7540588378906,0.848476886749268
10,R5A2,5,2,SAR_Dataset_SAR_figure,4,4126,25.2288246154785,0.858189225196838
